item_id|bidder_id|bid_amount|bid_time
AUC00007|andrewleach|68.44|2025-03-19T00:00:00Z
AUC00007|ghart|84.14|2025-03-19T00:00:00Z
AUC00007|frank32|81.48|2025-03-19T00:00:00Z
AUC00007|williehunter|70.77|2025-03-19T00:00:00Z
AUC00007|haileyellis|79.21|2025-03-19T00:00:00Z
AUC00007|lopezchristine|70.93|2025-03-19T00:00:00Z
AUC00008|laura67|25.81|2025-04-01T00:00:00Z
AUC00008|tammybailey|34.83|2025-04-01T00:00:00Z
AUC00008|ncox|36.94|2025-04-02T00:00:00Z
AUC00008|david75|29.09|2025-04-02T00:00:00Z
AUC00008|umckinney|36.47|2025-04-02T00:00:00Z
AUC00008|cheryl07|43.69|2025-04-02T00:00:00Z
AUC00008|clinelauren|43.54|2025-04-02T00:00:00Z
AUC00008|mgarza|37.05|2025-04-02T00:00:00Z
AUC00008|edwardsandrew|95.41|2025-04-02T00:00:00Z
AUC00008|mark89|36.28|2025-04-02T00:00:00Z
AUC00008|faithterrell|97.63|2025-04-02T00:00:00Z
AUC00008|thicks|58.91|2025-04-02T00:00:00Z
AUC00008|mitchellgonzalez|111.08|2025-04-02T00:00:00Z
AUC00008|michelepayne|137.05|2025-04-02T00:00:00Z
AUC00008|nedwards|152.93|2025-04-02T00:00:00Z
AUC00008|brandonsmith|61.16|2025-04-02T00:00:00Z
AUC00008|russell88|114.59|2025-04-02T00:00:00Z
AUC00009|joshuavaughn|43.76|2025-08-05T00:00:00Z
AUC00009|ibeck|47.9|2025-08-05T00:00:00Z
AUC00009|qperez|46.94|2025-08-05T00:00:00Z
AUC00009|jeffersonblake|51.89|2025-08-05T00:00:00Z
AUC00009|melissapatrick|73.61|2025-08-05T00:00:00Z
AUC00009|smatthews|68.04|2025-08-05T00:00:00Z
AUC00009|alex97|96.33|2025-08-05T00:00:00Z
AUC00009|beth78|100.09|2025-08-05T00:00:00Z
AUC00009|aguilarmichael|52.83|2025-08-06T00:00:00Z
AUC00009|kiaraharvey|131.69|2025-08-06T00:00:00Z
AUC00009|omarturner|122.8|2025-08-06T00:00:00Z
AUC00009|xcarson|105.63|2025-08-06T00:00:00Z
AUC00010|xdavis|26.75|2025-04-14T00:00:00Z
AUC00010|efarmer|33.39|2025-04-14T00:00:00Z
AUC00010|rebekah08|31.45|2025-04-14T00:00:00Z
AUC00010|qtravis|51.9|2025-04-15T00:00:00Z
AUC00010|smiller|53.73|2025-04-15T00:00:00Z
AUC00010|matthew43|40.69|2025-04-15T00:00:00Z
AUC00010|scharles|53.73|2025-04-15T00:00:00Z
AUC00010|stonediana|48.82|2025-04-15T00:00:00Z
AUC00010|jeffrey61|72.54|2025-04-15T00:00:00Z
AUC00010|bbishop|51.22|2025-04-15T00:00:00Z
AUC00010|jenkinsdarlene|102.48|2025-04-15T00:00:00Z
AUC00010|robertreed|79.16|2025-04-15T00:00:00Z
AUC00010|emily82|80.66|2025-04-15T00:00:00Z
AUC00010|michael13|52.25|2025-04-15T00:00:00Z
AUC00010|larsonroberto|74.1|2025-04-15T00:00:00Z
AUC00010|karen97|133.6|2025-04-15T00:00:00Z
AUC00011|andrearodriguez|15.56|2025-06-03T00:00:00Z
AUC00011|karen14|22.81|2025-06-04T00:00:00Z
AUC00011|patrickmoreno|27.2|2025-06-04T00:00:00Z
AUC00011|jesus59|24.75|2025-06-04T00:00:00Z
AUC00011|barbara25|34.09|2025-06-04T00:00:00Z
AUC00011|chooper|25.34|2025-06-04T00:00:00Z
AUC00011|carsondominique|45.18|2025-06-04T00:00:00Z
AUC00011|pmiller|37.23|2025-06-04T00:00:00Z
AUC00011|creynolds|88.91|2025-06-04T00:00:00Z
AUC00011|charlesaguirre|65.71|2025-06-04T00:00:00Z
AUC00011|flynnjohn|92.37|2025-06-04T00:00:00Z
AUC00011|simmonsrobert|43.27|2025-06-04T00:00:00Z
AUC00011|haleyaustin|97.27|2025-06-04T00:00:00Z
AUC00012|brianna87|94.15|2025-03-01T00:00:00Z
AUC00012|nicolehorn|100.94|2025-03-02T00:00:00Z
AUC00012|april47|97.03|2025-03-02T00:00:00Z
AUC00012|wrightalexis|103.77|2025-03-02T00:00:00Z
AUC00012|poolecindy|125.25|2025-03-02T00:00:00Z
AUC00012|jeffrey13|105.65|2025-03-02T00:00:00Z
AUC00012|anne20|104.62|2025-03-02T00:00:00Z
AUC00012|danielle01|134.52|2025-03-02T00:00:00Z
AUC00012|williamsonjudith|161.5|2025-03-02T00:00:00Z
AUC00012|adavis|171.99|2025-03-02T00:00:00Z
AUC00012|garnerjacqueline|191.7|2025-03-02T00:00:00Z
AUC00012|michaelchavez|120.95|2025-03-02T00:00:00Z
AUC00012|jillchurch|133.35|2025-03-02T00:00:00Z
AUC00012|davidrobinson|192.12|2025-03-02T00:00:00Z
AUC00012|jmoore|178.93|2025-03-02T00:00:00Z
AUC00012|torresmonica|239.75|2025-03-02T00:00:00Z
AUC00012|miguel51|112.16|2025-03-02T00:00:00Z
AUC00012|kpittman|243.23|2025-03-02T00:00:00Z
AUC00012|tinafields|148.93|2025-03-02T00:00:00Z
AUC00012|jennifermason|257.84|2025-03-02T00:00:00Z
AUC00012|osmith|261.98|2025-03-02T00:00:00Z
AUC00013|charles24|17.31|2025-07-14T00:00:00Z
AUC00013|myerskenneth|19.4|2025-07-14T00:00:00Z
AUC00013|charlesrivera|26.07|2025-07-14T00:00:00Z
AUC00013|paulsummers|27.57|2025-07-14T00:00:00Z
AUC00013|parkerjoseph|51.27|2025-07-14T00:00:00Z
AUC00013|tanderson|60.69|2025-07-14T00:00:00Z
AUC00013|courtneybrooks|54.02|2025-07-14T00:00:00Z
AUC00013|katie83|45.53|2025-07-14T00:00:00Z
AUC00013|matthewchandler|60.14|2025-07-14T00:00:00Z
AUC00013|ybaldwin|55.97|2025-07-14T00:00:00Z
AUC00013|cmullins|97.01|2025-07-14T00:00:00Z
AUC00013|janice45|56.36|2025-07-14T00:00:00Z
AUC00013|angelawilliams|88.17|2025-07-14T00:00:00Z
AUC00013|nunezdwayne|126.15|2025-07-14T00:00:00Z
AUC00013|beasleygabriela|122.02|2025-07-14T00:00:00Z
AUC00013|richard30|72.47|2025-07-14T00:00:00Z
AUC00013|garciamichael|76.1|2025-07-14T00:00:00Z
AUC00013|knappadam|117.09|2025-07-15T00:00:00Z
AUC00013|joelutz|141.33|2025-07-15T00:00:00Z
AUC00014|lewiswilliam|42.09|2025-05-07T00:00:00Z
AUC00014|melissa79|48.16|2025-05-07T00:00:00Z
AUC00014|guzmanashley|56.93|2025-05-07T00:00:00Z
AUC00014|john66|48.11|2025-05-07T00:00:00Z
AUC00014|raysharon|81.79|2025-05-08T00:00:00Z
AUC00014|erica30|78.64|2025-05-08T00:00:00Z
AUC00015|john49|46.99|2025-05-23T00:00:00Z
AUC00015|jacqueline12|52.58|2025-05-23T00:00:00Z
AUC00015|peter38|58.7|2025-05-23T00:00:00Z
AUC00015|haysjessica|52.21|2025-05-23T00:00:00Z
AUC00015|wardscott|78.11|2025-05-23T00:00:00Z
AUC00015|bryantjamie|87.26|2025-05-23T00:00:00Z
AUC00015|tammy72|91.28|2025-05-23T00:00:00Z
AUC00015|john07|65.96|2025-05-23T00:00:00Z
AUC00015|gjohnston|56.46|2025-05-23T00:00:00Z
AUC00015|timothypearson|96.93|2025-05-23T00:00:00Z
AUC00015|maryadams|73.01|2025-05-24T00:00:00Z
AUC00015|shawnreyes|138.69|2025-05-24T00:00:00Z
AUC00015|barajastaylor|75.31|2025-05-24T00:00:00Z
AUC00015|mward|126.77|2025-05-24T00:00:00Z
AUC00016|iperez|96.05|2025-03-26T00:00:00Z
AUC00016|eshaw|100.27|2025-03-26T00:00:00Z
AUC00016|regina94|104.71|2025-03-26T00:00:00Z
AUC00016|uyang|125.88|2025-03-27T00:00:00Z
AUC00016|pottertina|110.24|2025-03-27T00:00:00Z
AUC00016|eric77|133.88|2025-03-27T00:00:00Z
AUC00016|jchaney|108.2|2025-03-27T00:00:00Z
AUC00016|edaniels|146.7|2025-03-27T00:00:00Z
AUC00016|wallacechase|112.73|2025-03-27T00:00:00Z
AUC00016|athomas|149.73|2025-03-27T00:00:00Z
AUC00016|allenbrittany|177.46|2025-03-27T00:00:00Z
AUC00017|edurham|96.25|2025-06-28T00:00:00Z
AUC00017|sara78|99.51|2025-06-28T00:00:00Z
AUC00017|rick14|103.45|2025-06-28T00:00:00Z
AUC00017|amurphy|114.42|2025-06-28T00:00:00Z
AUC00017|sharonbernard|113.77|2025-06-28T00:00:00Z
AUC00017|benjamin45|135.25|2025-06-28T00:00:00Z
AUC00017|qjohnson|109.6|2025-06-28T00:00:00Z
AUC00017|kellybryant|161.14|2025-06-28T00:00:00Z
AUC00017|ashley19|151.53|2025-06-28T00:00:00Z
AUC00017|jack08|148.48|2025-06-29T00:00:00Z
AUC00017|browndavid|158.59|2025-06-29T00:00:00Z
AUC00017|phillip55|134.24|2025-06-29T00:00:00Z
AUC00017|nmendez|167.95|2025-06-29T00:00:00Z
AUC00017|scott11|141.88|2025-06-29T00:00:00Z
AUC00017|browningmark|171.92|2025-06-29T00:00:00Z
AUC00017|delgadofaith|197.68|2025-06-29T00:00:00Z
AUC00017|pmurray|154.48|2025-06-29T00:00:00Z
AUC00017|stephenmendoza|122.65|2025-06-29T00:00:00Z
AUC00017|carlos56|188.71|2025-06-29T00:00:00Z
AUC00018|shelley28|93.24|2025-08-02T00:00:00Z
AUC00018|tonyanderson|100.47|2025-08-02T00:00:00Z
AUC00018|gflores|99.57|2025-08-02T00:00:00Z
AUC00018|ryan46|120.83|2025-08-02T00:00:00Z
AUC00018|bellthomas|106.57|2025-08-02T00:00:00Z
AUC00018|williamszachary|116.04|2025-08-02T00:00:00Z
AUC00018|rothross|114.97|2025-08-02T00:00:00Z
AUC00018|jasoncline|112.76|2025-08-02T00:00:00Z
AUC00018|ryanwalter|131.63|2025-08-02T00:00:00Z
AUC00018|hebertyvette|137.32|2025-08-02T00:00:00Z
AUC00018|xcollins|126.36|2025-08-03T00:00:00Z
AUC00018|joshua07|119.68|2025-08-03T00:00:00Z
AUC00018|yaguilar|184.87|2025-08-03T00:00:00Z
AUC00018|ucurry|117.43|2025-08-03T00:00:00Z
AUC00018|zfisher|153.58|2025-08-03T00:00:00Z
AUC00018|justin34|189.24|2025-08-03T00:00:00Z
AUC00018|mannclayton|238.45|2025-08-03T00:00:00Z
AUC00018|qbanks|210.24|2025-08-03T00:00:00Z
AUC00019|npitts|31.49|2025-04-29T00:00:00Z
AUC00019|gregoryjoseph|35.37|2025-04-29T00:00:00Z
AUC00019|shawn35|49.08|2025-04-29T00:00:00Z
AUC00019|dsantiago|49.15|2025-04-30T00:00:00Z
AUC00020|uwood|17.03|2025-03-02T00:00:00Z
AUC00020|kellyjohnston|21.19|2025-03-03T00:00:00Z
AUC00020|smithjohn|28.21|2025-03-03T00:00:00Z
AUC00020|jennifer46|38.6|2025-03-03T00:00:00Z
AUC00021|amber90|52.8|2025-02-15T00:00:00Z
AUC00021|jakeboyer|57.05|2025-02-15T00:00:00Z
AUC00021|johnsonyolanda|54.94|2025-02-15T00:00:00Z
AUC00021|richardmccarthy|82.11|2025-02-15T00:00:00Z
AUC00022|stewartmichael|77.42|2025-07-23T00:00:00Z
AUC00022|jreed|79.34|2025-07-23T00:00:00Z
AUC00022|chungmichael|82.83|2025-07-23T00:00:00Z
AUC00022|dustinfoster|90.34|2025-07-23T00:00:00Z
AUC00022|ryan88|84.62|2025-07-23T00:00:00Z
AUC00022|johnclark|106.87|2025-07-23T00:00:00Z
AUC00022|trevor58|128.45|2025-07-24T00:00:00Z
AUC00022|andrew54|126.48|2025-07-24T00:00:00Z
AUC00022|malonecharles|112.79|2025-07-24T00:00:00Z
AUC00022|steven00|115.39|2025-07-24T00:00:00Z
AUC00022|fgarcia|143.81|2025-07-24T00:00:00Z
AUC00023|dhurst|32.46|2025-03-25T00:00:00Z
AUC00023|laura36|39.63|2025-03-25T00:00:00Z
AUC00023|matthew36|43.17|2025-03-25T00:00:00Z
AUC00023|stephanie10|48.61|2025-03-25T00:00:00Z
AUC00023|fordashley|69.1|2025-03-25T00:00:00Z
AUC00023|michaelcooper|54.51|2025-03-25T00:00:00Z
AUC00023|williamsrachel|64.89|2025-03-25T00:00:00Z
AUC00023|james39|52.84|2025-03-25T00:00:00Z
AUC00023|eanderson|67.89|2025-03-25T00:00:00Z
AUC00023|davismarie|48.19|2025-03-25T00:00:00Z
AUC00023|pattycarpenter|101.05|2025-03-25T00:00:00Z
AUC00023|erinhaynes|100.66|2025-03-26T00:00:00Z
AUC00023|tyler25|130.75|2025-03-26T00:00:00Z
AUC00023|emma02|62.3|2025-03-26T00:00:00Z
AUC00023|leegrant|165.87|2025-03-26T00:00:00Z
AUC00023|ashleecarey|156.64|2025-03-26T00:00:00Z
AUC00023|lindsey90|171.03|2025-03-26T00:00:00Z
AUC00023|ldean|111.16|2025-03-26T00:00:00Z
AUC00023|edwardsapril|101.7|2025-03-26T00:00:00Z
AUC00023|jessicaallen|183.27|2025-03-26T00:00:00Z
AUC00023|eric83|121.44|2025-03-26T00:00:00Z
AUC00023|jonesangela|69.15|2025-03-26T00:00:00Z
AUC00023|emily47|227.69|2025-03-26T00:00:00Z
AUC00023|rodriguezkimberly|211.5|2025-03-26T00:00:00Z
AUC00024|miguellang|31.53|2025-01-24T00:00:00Z
AUC00024|jimrobbins|37.62|2025-01-24T00:00:00Z
AUC00024|cooperlaurie|39.47|2025-01-24T00:00:00Z
AUC00024|spencer63|42.07|2025-01-24T00:00:00Z
AUC00024|harpersharon|49.16|2025-01-24T00:00:00Z
AUC00024|twilson|79.52|2025-01-24T00:00:00Z
AUC00024|emunoz|78.95|2025-01-24T00:00:00Z
AUC00024|michael41|82.62|2025-01-24T00:00:00Z
AUC00024|fsims|67.21|2025-01-24T00:00:00Z
AUC00024|waltersmatthew|94.11|2025-01-24T00:00:00Z
AUC00024|samantha61|119.22|2025-01-24T00:00:00Z
AUC00024|allenanita|109.54|2025-01-25T00:00:00Z
AUC00024|dcurry|143.6|2025-01-25T00:00:00Z
AUC00024|hparker|130.1|2025-01-25T00:00:00Z
AUC00024|karlmanning|163.95|2025-01-25T00:00:00Z
AUC00024|alexanderphelps|172.68|2025-01-25T00:00:00Z
AUC00024|odommichelle|158.37|2025-01-25T00:00:00Z
AUC00024|carol74|181.69|2025-01-25T00:00:00Z
AUC00024|john64|56.58|2025-01-25T00:00:00Z
AUC00024|hjohnson|141.46|2025-01-25T00:00:00Z
AUC00025|murphykelsey|99.31|2025-02-01T00:00:00Z
AUC00025|makayla45|103.83|2025-02-01T00:00:00Z
AUC00025|cheryl22|106.91|2025-02-01T00:00:00Z
AUC00025|robert53|109.5|2025-02-01T00:00:00Z
AUC00025|heatheranthony|109|2025-02-01T00:00:00Z
AUC00025|zacharyhill|146.42|2025-02-01T00:00:00Z
AUC00025|austinhogan|159.17|2025-02-01T00:00:00Z
AUC00025|douglastimothy|156.37|2025-02-01T00:00:00Z
AUC00025|fgiles|132.29|2025-02-01T00:00:00Z
AUC00025|samanthablackburn|121.67|2025-02-02T00:00:00Z
AUC00025|amber34|128.73|2025-02-02T00:00:00Z
AUC00025|matthew35|198.57|2025-02-02T00:00:00Z
AUC00025|daniel86|208.06|2025-02-02T00:00:00Z
AUC00025|mark34|164.56|2025-02-02T00:00:00Z
AUC00025|colemichele|131.74|2025-02-02T00:00:00Z
AUC00025|heatherallen|194.58|2025-02-02T00:00:00Z
AUC00025|donald81|251.07|2025-02-02T00:00:00Z
AUC00025|dtaylor|236.73|2025-02-02T00:00:00Z
AUC00025|ramirezwilliam|264.47|2025-02-02T00:00:00Z
AUC00025|johnstondennis|120.88|2025-02-02T00:00:00Z
AUC00025|jallen|267.58|2025-02-02T00:00:00Z
AUC00026|tinamiller|38.89|2025-05-31T00:00:00Z
AUC00026|rfleming|39.95|2025-05-31T00:00:00Z
AUC00026|danielleharrell|46.37|2025-05-31T00:00:00Z
AUC00026|jason60|68.74|2025-06-01T00:00:00Z
AUC00026|vmartin|51.71|2025-06-01T00:00:00Z
AUC00026|petergreen|55.65|2025-06-01T00:00:00Z
AUC00026|kimberlyedwards|73.79|2025-06-01T00:00:00Z
AUC00026|hopkinsgregory|63.76|2025-06-01T00:00:00Z
AUC00026|wfuller|52.18|2025-06-01T00:00:00Z
AUC00026|josephbush|98.92|2025-06-01T00:00:00Z
AUC00027|schroederbeth|72.46|2025-06-18T00:00:00Z
AUC00027|juanhernandez|79.73|2025-06-18T00:00:00Z
AUC00027|jacob22|77.91|2025-06-18T00:00:00Z
AUC00027|hensondaniel|88.11|2025-06-18T00:00:00Z
AUC00027|brent17|82.06|2025-06-18T00:00:00Z
AUC00027|ycollins|89.19|2025-06-18T00:00:00Z
AUC00027|lisajackson|98.21|2025-06-18T00:00:00Z
AUC00027|knappcameron|117.7|2025-06-18T00:00:00Z
AUC00027|john99|142.64|2025-06-18T00:00:00Z
AUC00027|david88|107.45|2025-06-18T00:00:00Z
AUC00027|kaguilar|138.35|2025-06-18T00:00:00Z
AUC00027|matthew44|142.48|2025-06-18T00:00:00Z
AUC00027|rlowery|108.86|2025-06-18T00:00:00Z
AUC00027|averycody|136.69|2025-06-18T00:00:00Z
AUC00027|bellscott|130.86|2025-06-18T00:00:00Z
AUC00027|tyler13|188.39|2025-06-19T00:00:00Z
AUC00027|evanskimberly|192.96|2025-06-19T00:00:00Z
AUC00027|cynthia19|177.45|2025-06-19T00:00:00Z
AUC00027|emily89|131.67|2025-06-19T00:00:00Z
AUC00027|dorothy53|245.58|2025-06-19T00:00:00Z
AUC00027|howelldavid|246.11|2025-06-19T00:00:00Z
AUC00027|tanya78|189.29|2025-06-19T00:00:00Z
AUC00027|erica04|202.55|2025-06-19T00:00:00Z
AUC00027|joshua38|228.23|2025-06-19T00:00:00Z
AUC00028|rodriguezjames|38.31|2025-03-31T00:00:00Z
AUC00028|kevingarcia|43.02|2025-04-01T00:00:00Z
AUC00029|orrmatthew|24.04|2025-08-07T00:00:00Z
AUC00029|elizabethbrown|25.34|2025-08-07T00:00:00Z
AUC00029|johnsonmark|35.63|2025-08-07T00:00:00Z
AUC00029|zberger|36.28|2025-08-07T00:00:00Z
AUC00029|mark95|54.28|2025-08-07T00:00:00Z
AUC00029|cynthia20|40.55|2025-08-07T00:00:00Z
AUC00029|keithkeith|46.95|2025-08-07T00:00:00Z
AUC00029|ncollins|65.9|2025-08-07T00:00:00Z
AUC00029|nicole99|101.59|2025-08-07T00:00:00Z
AUC00029|sterrell|41.29|2025-08-07T00:00:00Z
AUC00029|kimberlynelson|61.97|2025-08-07T00:00:00Z
AUC00029|steven97|93.52|2025-08-07T00:00:00Z
AUC00029|marcowelch|64.21|2025-08-07T00:00:00Z
AUC00029|award|59.34|2025-08-07T00:00:00Z
AUC00029|ygarcia|110.69|2025-08-07T00:00:00Z
AUC00029|znolan|72.83|2025-08-07T00:00:00Z
AUC00029|jameswilliam|125.8|2025-08-07T00:00:00Z
AUC00029|crystal19|122.6|2025-08-07T00:00:00Z
AUC00030|nscott|19.33|2025-05-01T00:00:00Z
AUC00030|amberevans|22.68|2025-05-01T00:00:00Z
AUC00030|richard13|31.68|2025-05-01T00:00:00Z
AUC00030|ugutierrez|32.74|2025-05-01T00:00:00Z
AUC00030|millsshannon|30.1|2025-05-01T00:00:00Z
AUC00030|sarahmora|57.52|2025-05-01T00:00:00Z
AUC00030|jenniferprice|51.86|2025-05-01T00:00:00Z
AUC00030|jamiesmith|87.58|2025-05-01T00:00:00Z
AUC00030|yolanda29|77.85|2025-05-01T00:00:00Z
AUC00030|jennifer54|43.73|2025-05-01T00:00:00Z
AUC00030|casey11|43.1|2025-05-01T00:00:00Z
AUC00030|gregorywilson|47.82|2025-05-01T00:00:00Z
AUC00030|ulynch|96.91|2025-05-01T00:00:00Z
AUC00030|elizabethcruz|48.6|2025-05-01T00:00:00Z
AUC00030|hogancassidy|69.3|2025-05-01T00:00:00Z
AUC00030|tiffanyholt|107.51|2025-05-01T00:00:00Z
AUC00030|corey75|98.07|2025-05-02T00:00:00Z
AUC00030|freemangeorge|77.08|2025-05-02T00:00:00Z
AUC00030|macklaura|68.77|2025-05-02T00:00:00Z
AUC00030|dale42|173.72|2025-05-02T00:00:00Z
AUC00030|bsilva|144.29|2025-05-02T00:00:00Z
AUC00030|natalierice|228.8|2025-05-02T00:00:00Z
AUC00030|alishaflores|109.51|2025-05-02T00:00:00Z
AUC00030|tannermarks|181.46|2025-05-02T00:00:00Z
AUC00030|joselewis|155.18|2025-05-02T00:00:00Z
AUC00031|ianyoung|57.59|2025-08-10T00:00:00Z
AUC00031|morrischristine|59.67|2025-08-10T00:00:00Z
AUC00031|christopherrichards|69.27|2025-08-10T00:00:00Z
AUC00031|melissalowe|67.7|2025-08-10T00:00:00Z
AUC00031|taylor67|91.72|2025-08-10T00:00:00Z
AUC00031|omarzimmerman|88.08|2025-08-10T00:00:00Z
AUC00031|stacey59|100.19|2025-08-10T00:00:00Z
AUC00031|jflores|103.67|2025-08-11T00:00:00Z
AUC00031|kmiller|70.93|2025-08-11T00:00:00Z
AUC00031|rwhitney|131.91|2025-08-11T00:00:00Z
AUC00031|ashleyrodriguez|68.82|2025-08-11T00:00:00Z
AUC00031|susan18|119.17|2025-08-11T00:00:00Z
AUC00031|hernandezseth|175.39|2025-08-11T00:00:00Z
AUC00031|hernandezrobert|142.18|2025-08-11T00:00:00Z
AUC00031|lauren43|120.1|2025-08-11T00:00:00Z
AUC00031|tamaralewis|196.88|2025-08-11T00:00:00Z
AUC00031|michellenelson|177.72|2025-08-11T00:00:00Z
AUC00031|kimberlykent|193.18|2025-08-11T00:00:00Z
AUC00031|efisher|150.75|2025-08-11T00:00:00Z
AUC00032|diazshane|64.98|2025-07-04T00:00:00Z
AUC00032|serickson|67.59|2025-07-04T00:00:00Z
AUC00032|cjohnson|69.32|2025-07-04T00:00:00Z
AUC00032|palmerwendy|91.47|2025-07-04T00:00:00Z
AUC00032|lneal|99.8|2025-07-04T00:00:00Z
AUC00032|petersonjill|77.24|2025-07-04T00:00:00Z
AUC00032|mariawalters|106.18|2025-07-04T00:00:00Z
AUC00032|masonlindsay|124.1|2025-07-04T00:00:00Z
AUC00032|amoore|134.28|2025-07-04T00:00:00Z
AUC00032|foxdonna|87.08|2025-07-04T00:00:00Z
AUC00032|vpoole|125.77|2025-07-04T00:00:00Z
AUC00032|fjacobs|140.69|2025-07-04T00:00:00Z
AUC00032|danielwiggins|89.5|2025-07-04T00:00:00Z
AUC00032|ospears|191.78|2025-07-04T00:00:00Z
AUC00032|vincentparrish|81.58|2025-07-04T00:00:00Z
AUC00032|debra21|213.17|2025-07-04T00:00:00Z
AUC00032|vgrimes|134.94|2025-07-04T00:00:00Z
AUC00032|joshuabailey|89.16|2025-07-04T00:00:00Z
